Dublin Core:Identifier,upload_url,tags,Item Type Metadata:Original Format,Item Type Metadata:Physical Dimensions,Dublin Core:Title,Dublin Core:Description,Dublin Core:Creator,Dublin Core:Source,Dublin Core:Publisher,Dublin Core:Date,Dublin Core:Rights,Dublin Core:Format,Dublin Core:Language,Dublin Core:Type
zoo_bin_ph_06,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_ph_06.jpg,"zoo,Binder Park,sign",photo,1068x1588,Wild Africa banner,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
zoo_bin_ph_07,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_ph_07.jpg,"zoo,Binder Park",photo,1084x1560,Child playing with a puzzle in interactive exhibit,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_bin_ph_08,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_ph_08.jpg,"zoo,Binder Park",photo,1600x1084,Child using stamps in interactive exhibit,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_bin_ph_09,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_ph_09.jpg,"zoo,Binder Park,sign",photo,1588x1080,Entryway to Binda Conservation Discovery Center,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
zoo_bin_ph_10,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_ph_10.jpg,"zoo,Binder Park,sign",photo,1072x1612,Interpretive sign explaining uses of bird beaks,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
zoo_bin_ph_11,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_ph_11.jpg,"zoo,Binder Park,sign",photo,1600x1076,Entrance buildings for Zuri National Park exhibit,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
zoo_bin_ph_12,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_ph_12.jpg,"zoo,Binder Park",photo,1584x1052,Zawadi Traders concessions building,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
zoo_bin_ph_13,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_ph_13.jpg,"zoo,Binder Park,sign",photo,1092x1580,Entrance to Kima University Field Research Camp exhibit,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
zoo_bin_ph_14,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_ph_14.jpg,"zoo,Binder Park",photo,1584x1092,Confiscated ivory destruction exhibit,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
zoo_bin_ph_15,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_ph_15.jpg,"zoo,Binder Park",photo,1612x1092,Animal ride,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_bin_ph_16,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_ph_16.jpg,"zoo,Binder Park",photo,1092x1600,Visitors passing through flag-lined passage,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_bin_ph_17,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_ph_17.jpg,"zoo,Binder Park,sign",photo,1600x1104,Zuri National Park Ranger Station welcome sign with kral fencing in background,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
zoo_bin_pl_00,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_pl_00.tif,"zoo,Binder Park,masterplan",plan,5016x2820,"Master plan for Binder Park Zoo, Battle Creek Michigan",,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,en,StillImage
zoo_bin_pl_01,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_pl_01.jpg,"zoo,Binder Park",plan,3486x2898,"Plan overlay on aerial photograph of site, Binder Park Zoo",,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
zoo_bin_pl_02,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_pl_02.jpg,"zoo,Binder Park",plan,1596x1068,"Wilds of Africa Schematic Site Plan, Binder Park Zoo",,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
zoo_bin_pl_03,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_pl_03.jpg,"zoo,Binder Park,masterplan",plan,1596x1072,"Wild Africa Master Plan, Binder Park Zoo",,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
zoo_bin_pl_04,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_pl_04.jpg,"zoo,Binder Park,masterplan",plan,1672x1068,"Master plan for Binder Park Zoo, Battle Creek Michigan showing locations of future Asia and Latin American exhibits",,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
zoo_bin_pl_05,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_pl_05.jpg,"zoo,Binder Park",plan,1600x1072,African Plains Exhibit detail,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
zoo_bin_sk_00,https://bassettassociates.s3.amazonaws.com/zoo/bin/zoo_bin_sk_00.jpg,"zoo,Binder Park,section",sketch,1608x1068,"Section of rhino exhibit, Binder Park Zoo",,James H. Bassett,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
zoo_ftw_aust_ph_00,https://bassettassociates.s3.amazonaws.com/zoo/ftw/aust/zoo_ftw_aust_ph_00.tif,"zoo,Fort Wayne,sign",photo,2324x3519,"Entrance gateway to Australian Adventure, Fort Wayne Zoo",,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,en,StillImage
zoo_ftw_aust_ph_01,https://bassettassociates.s3.amazonaws.com/zoo/ftw/aust/zoo_ftw_aust_ph_01.jpg,"zoo,Fort Wayne,animal",photo,3128x2120,Kangaroos with guests in boat behind,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_ftw_aust_ph_02,https://bassettassociates.s3.amazonaws.com/zoo/ftw/aust/zoo_ftw_aust_ph_02.jpg,"zoo,Fort Wayne,animal",photo,3128x2152,Kangaroo grazing,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_ftw_aust_ph_03,https://bassettassociates.s3.amazonaws.com/zoo/ftw/aust/zoo_ftw_aust_ph_03.jpg,"zoo,Fort Wayne,sign",photo,2088x3256,Distances sign and flowerbed,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
zoo_ftw_aust_ph_04,https://bassettassociates.s3.amazonaws.com/zoo/ftw/aust/zoo_ftw_aust_ph_04.jpg,"zoo,Fort Wayne",photo,2168x3264,Visitors entering Australian Adventure gateway,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_ftw_aust_ph_05,https://bassettassociates.s3.amazonaws.com/zoo/ftw/aust/zoo_ftw_aust_ph_05.jpg,"zoo,Fort Wayne",photo,3120x2144,Visitors outside concessions building,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_ftw_aust_ph_06,https://bassettassociates.s3.amazonaws.com/zoo/ftw/aust/zoo_ftw_aust_ph_06.jpg,"zoo,Fort Wayne",photo,3176x2176,Visitors riding in a boat shaped like a log,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_ftw_aust_ph_07,https://bassettassociates.s3.amazonaws.com/zoo/ftw/aust/zoo_ftw_aust_ph_07.jpg,"zoo,Fort Wayne",photo,3288x2224,Dirt pathway through plantings between Australian Adventure exhibits,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_ftw_aust_ph_08,https://bassettassociates.s3.amazonaws.com/zoo/ftw/aust/zoo_ftw_aust_ph_08.jpg,"zoo,Fort Wayne,animal",photo,3096x2144,Kangaroos resting in shade with outback building in background,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_ftw_aust_ph_09,https://bassettassociates.s3.amazonaws.com/zoo/ftw/aust/zoo_ftw_aust_ph_09.jpg,"zoo,Fort Wayne",photo,3096x2152,Concessions building with distances sign and visitors,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_ftw_aust_ph_10,https://bassettassociates.s3.amazonaws.com/zoo/ftw/aust/zoo_ftw_aust_ph_10.jpg,"zoo,Fort Wayne,construction",photo,3152x2256,View of construction of exhibit foundations,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_ftw_aust_ph_11,https://bassettassociates.s3.amazonaws.com/zoo/ftw/aust/zoo_ftw_aust_ph_11.jpg,"zoo,Fort Wayne,fountain",photo,3128x2176,Visitors resting in a plaza near a fountain,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_ftw_aust_ph_12,https://bassettassociates.s3.amazonaws.com/zoo/ftw/aust/zoo_ftw_aust_ph_12.jpg,"zoo,Fort Wayne",photo,3128x2144,Visitors walking through an aviary,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_ftw_aust_ph_13,https://bassettassociates.s3.amazonaws.com/zoo/ftw/aust/zoo_ftw_aust_ph_13.jpg,"zoo,Fort Wayne,animal",photo,3120x2120,Tasmanian devil,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_ftw_aust_ph_14,https://bassettassociates.s3.amazonaws.com/zoo/ftw/aust/zoo_ftw_aust_ph_14.jpg,"zoo,Fort Wayne",photo,3096x2176,Interpretive display with visitors walking in background,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_ftw_aust_ph_15,https://bassettassociates.s3.amazonaws.com/zoo/ftw/aust/zoo_ftw_aust_ph_15.jpg,"zoo,Fort Wayne",photo,3152x2144,Visitors with children in strollers walking through landscaped plaza,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_ftw_aust_ph_16,https://bassettassociates.s3.amazonaws.com/zoo/ftw/aust/zoo_ftw_aust_ph_16.jpg,"zoo,Fort Wayne,construction",photo,3184x2176,Construction of waterway,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_ftw_aust_ph_17,https://bassettassociates.s3.amazonaws.com/zoo/ftw/aust/zoo_ftw_aust_ph_17.jpg,"zoo,Fort Wayne,animal",photo,2088x3176,Children viewing birds in an aviary,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_ftw_aust_ph_18,https://bassettassociates.s3.amazonaws.com/zoo/ftw/aust/zoo_ftw_aust_ph_18.jpg,"zoo,Fort Wayne,animal",photo,3176x2152,Emus and kangaroos resting with visitors passing by,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_ftw_aust_ph_19,https://bassettassociates.s3.amazonaws.com/zoo/ftw/aust/zoo_ftw_aust_ph_19.jpg,"zoo,Fort Wayne",photo,3128x2144,Trees in planters with distances sign and visitors in the background,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_ftw_aust_ph_20,https://bassettassociates.s3.amazonaws.com/zoo/ftw/aust/zoo_ftw_aust_ph_20.jpg,"zoo,Fort Wayne",photo,2064x3216,Visitors eating and talking,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_ftw_aust_ph_21,https://bassettassociates.s3.amazonaws.com/zoo/ftw/aust/zoo_ftw_aust_ph_21.jpg,"zoo,Fort Wayne,animal",photo,3128x2168,Visitors viewing fish in a wall-sized aquarium,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_ftw_aust_ph_22,https://bassettassociates.s3.amazonaws.com/zoo/ftw/aust/zoo_ftw_aust_ph_22.jpg,"zoo,Fort Wayne,animal",photo,2064x3176,Bat flying in a simulated cave exhibit,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_ftw_aust_ph_23,https://bassettassociates.s3.amazonaws.com/zoo/ftw/aust/zoo_ftw_aust_ph_23.jpg,"zoo,Fort Wayne",photo,3120x2120,Landscaping and visitors on walkways,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_ftw_aust_ph_24,https://bassettassociates.s3.amazonaws.com/zoo/ftw/aust/zoo_ftw_aust_ph_24.jpg,"zoo,Fort Wayne,animal",photo,3344x2544,Visitors viewing an emu,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_ftw_aust_ph_25,https://bassettassociates.s3.amazonaws.com/zoo/ftw/aust/zoo_ftw_aust_ph_25.jpg,"zoo,Fort Wayne",photo,3232x2232,Visitors riding in a log-shaped boat photographing swans,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_ftw_aust_ph_26,https://bassettassociates.s3.amazonaws.com/zoo/ftw/aust/zoo_ftw_aust_ph_26.jpg,"zoo,Fort Wayne,animal",photo,3176x2256,Dingos resting,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_ftw_aust_ph_27,https://bassettassociates.s3.amazonaws.com/zoo/ftw/aust/zoo_ftw_aust_ph_27.jpg,"zoo,Fort Wayne",photo,3232x2256,Visitors looking at an exhibit under a shade structure,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_ftw_aust_pl_00,https://bassettassociates.s3.amazonaws.com/zoo/ftw/aust/zoo_ftw_aust_pl_00.jpg,"zoo,Fort Wayne,masterplan,section",plan,3152x2176,"Plan for Australian Adventure, Fort Wayne Zoo, including inset cross section",,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
zoo_ftw_aust_sk_00,https://bassettassociates.s3.amazonaws.com/zoo/ftw/aust/zoo_ftw_aust_sk_00.jpg,"zoo,Fort Wayne,artwork",sketch,3264x2144,Visitors riding in a boat viewing kangaroos and water birds,,James H. Bassett,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,,StillImage
zoo_ftw_aust_pl_04,https://bassettassociates.s3.amazonaws.com/zoo/ftw/aust/zoo_ftw_aust_pl_04.jpg,"zoo,Fort Wayne",plan,3184x2146,"Plan of Australia Exhibit, Fort Wayne Zoo",,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
zoo_ftw_aust_pl_02,https://bassettassociates.s3.amazonaws.com/zoo/ftw/aust/zoo_ftw_aust_pl_02.jpg,"zoo,Fort Wayne",plan,2894x2151,Closeup of Outback portion of Australian Exhibit plan,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
zoo_ftw_aust_pl_03,https://bassettassociates.s3.amazonaws.com/zoo/ftw/aust/zoo_ftw_aust_pl_03.jpg,"zoo,Fort Wayne",plan,3176x2280,"Floor plan for bat, bandicoot, tree kangaroo, and rock wallaby exhibit building",,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
zoo_ftw_aust_pl_01,https://bassettassociates.s3.amazonaws.com/zoo/ftw/aust/zoo_ftw_aust_pl_01.jpg,"zoo,Fort Wayne",plan,2876x1843,Courtyard plantings and location of Great Barrier Reef building and Tasmanian Devil exhibit,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
zoo_ftw_aust_sk_01,https://bassettassociates.s3.amazonaws.com/zoo/ftw/aust/zoo_ftw_aust_sk_01.jpg,"zoo,Fort Wayne,section",sketch,1158x814,Section of river ride and exhibit,,James H. Bassett,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
zoo_ftw_aust_sk_02,https://bassettassociates.s3.amazonaws.com/zoo/ftw/aust/zoo_ftw_aust_sk_02.jpg,"zoo,Fort Wayne,artwork",sketch,3037x1045,Great Barrier Reef wall aquarium with visitors,,James H. Bassett,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
zoo_ftw_indo_ph_00,https://bassettassociates.s3.amazonaws.com/zoo/ftw/indo/zoo_ftw_indo_ph_00.tif,"zoo,Fort Wayne,animal",photo,3478x2307,Orangutan sitting on branch,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
zoo_ftw_indo_pl_00,https://bassettassociates.s3.amazonaws.com/zoo/ftw/indo/zoo_ftw_indo_pl_00.jpg,"zoo,Fort Wayne",plan,1584x1068,"Close-up, plan for Indonesian Rain Forest exhibit, Fort Wayne Children's Zoo",,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
zoo_ftw_indo_pl_01,https://bassettassociates.s3.amazonaws.com/zoo/ftw/indo/zoo_ftw_indo_pl_01.jpg,"zoo,Fort Wayne",plan,3096x2120,"Plan for Indonesian Rain Forest exhibit, Fort Wayne Children's Zoo",,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
zoo_ftw_indo_sk_00,https://bassettassociates.s3.amazonaws.com/zoo/ftw/indo/zoo_ftw_indo_sk_00.tif,"zoo,Fort Wayne,artwork",sketch,710x622,"Entry building with pedestrians, Indonesian Rain Forest exhibit",,James H. Bassett,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
zoo_ftw_indo_sk_01,https://bassettassociates.s3.amazonaws.com/zoo/ftw/indo/zoo_ftw_indo_sk_01.jpg,"zoo,Fort Wayne,section",sketch,5025x1926,Section showing orangutan and rain forest exhibits with adjacent boardwalk,,James H. Bassett,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/jpeg,en,StillImage
zoo_kcz_master_sk_00,https://bassettassociates.s3.amazonaws.com/zoo/kcz/master/zoo_kcz_master_sk_00.tif,"zoo,Kansas City,artwork",sketch,3451x2334,Gombe Stream Chimp Preserve,,James H. Bassett,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
zoo_kcz_master_sk_01,https://bassettassociates.s3.amazonaws.com/zoo/kcz/master/zoo_kcz_master_sk_01.tif,"zoo,Kansas City,artwork",sketch,3375x2250,Elephant Sanctuary,,James H. Bassett,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
zoo_kcz_master_sk_02,https://bassettassociates.s3.amazonaws.com/zoo/kcz/master/zoo_kcz_master_sk_02.tif,"zoo,Kansas City,artwork",sketch,3506x2403,Australian Outback,,James H. Bassett,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
zoo_kcz_master_sk_03,https://bassettassociates.s3.amazonaws.com/zoo/kcz/master/zoo_kcz_master_sk_03.tif,"zoo,Kansas City,artwork",sketch,3602x2458,African Plains,,James H. Bassett,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
zoo_kcz_africa_ph_00,https://bassettassociates.s3.amazonaws.com/zoo/kcz/africa/zoo_kcz_africa_ph_00.tif,"zoo,Kansas City",photo,3492x2389,Visitor observing livestock in a kraal,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
zoo_kcz_africa_ph_01,https://bassettassociates.s3.amazonaws.com/zoo/kcz/africa/zoo_kcz_africa_ph_01.tif,"zoo,Kansas City,animal",photo,3375x2250,Cheetahs in front of rockwork,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
zoo_kcz_africa_ph_02,https://bassettassociates.s3.amazonaws.com/zoo/kcz/africa/zoo_kcz_africa_ph_02.tif,"zoo,Kansas City,animal",photo,3437x2361,Cheetahs resting,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
zoo_kcz_africa_ph_03,https://bassettassociates.s3.amazonaws.com/zoo/kcz/africa/zoo_kcz_africa_ph_03.tif,"zoo,Kansas City,animal",photo,1930x1524,Antelope near a water hole with visitors on an elevated walkway in the background,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
zoo_kcz_africa_ph_04,https://bassettassociates.s3.amazonaws.com/zoo/kcz/africa/zoo_kcz_africa_ph_04.tif,"zoo,Kansas City,construction",photo,3546x2295,Rockwork under construction,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
zoo_kcz_africa_ph_05,https://bassettassociates.s3.amazonaws.com/zoo/kcz/africa/zoo_kcz_africa_ph_05.tif,"zoo,Kansas City",photo,3519x2340,Visitors viewing an exhibit from a walkway surrounded by rockwork,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
zoo_kcz_africa_ph_06,https://bassettassociates.s3.amazonaws.com/zoo/kcz/africa/zoo_kcz_africa_ph_06.tif,"zoo,Kansas City,animal",photo,1342x1970,Giraffe and antelope,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
zoo_kcz_africa_sk_00,https://bassettassociates.s3.amazonaws.com/zoo/kcz/africa/zoo_kcz_africa_sk_00.tif,"zoo,Kansas City,artwork",sketch,3546x1485,Exhibit area elevation drawing,,James H. Bassett,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,en,StillImage
zoo_kcz_aust_ph_00,https://bassettassociates.s3.amazonaws.com/zoo/kcz/aust/zoo_kcz_aust_ph_00.tif,"zoo,Kansas City,animal",photo,1944x1594,Sheep station with kangaroos in foreground,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
zoo_kcz_aust_ph_01,https://bassettassociates.s3.amazonaws.com/zoo/kcz/aust/zoo_kcz_aust_ph_01.tif,"zoo,Kansas City",photo,2948x1973,Visitors with children in front of train station,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
zoo_kcz_aust_ph_02,https://bassettassociates.s3.amazonaws.com/zoo/kcz/aust/zoo_kcz_aust_ph_02.tif,"zoo,Kansas City,animal",photo,3038x2307,Children petting emus in the petting area,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
zoo_kcz_aust_sk_00,https://bassettassociates.s3.amazonaws.com/zoo/kcz/aust/zoo_kcz_aust_sk_00.tif,"zoo,Kansas City,artwork",sketch,2963x1418,"Sheep station with petting area in the foreground, Australian Outback at Kansas City Zoo",,James H. Bassett,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
zoo_col_ph_00,https://bassettassociates.s3.amazonaws.com/zoo/col/zoo_col_ph_00.tif,"zoo,Columbus",photo,2933x1968,Visitors view a water feature,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
zoo_col_ph_01,https://bassettassociates.s3.amazonaws.com/zoo/col/zoo_col_ph_01.tif,"zoo,Columbus,animal",photo,2910x1968,Bonobo on a dead tree,,Bassett Associates,Bassett Associates files,James H. Bassett,,Available under a Creative Commons Attribution 4.0 International (CC BY 4.0) license,image/tiff,,StillImage
